reference;province;suburb;city;postal_code;retial_name;route;latitude;longitude
pickup_point_1320;Gauteng;Soshanguve;Pretoria;152;grocery_store;regional;-25.50000;28.00000
pickup_point_1327;Gauteng;Soshanguve;Soshanguve;152;retail_store;main;-25.50000;28.10000
pickup_point_1381;Gauteng;Soshanguve South;Pretoria;152;grocery_store;regional;-25.50000;28.00000
pickup_point_1475;Gauteng;Soshanguve;Pretoria;152;grocery_store;regional;-25.50000;28.10000
pickup_point_1694;Gauteng;Soshanguve Blok F;Soshanguve;152;grocery_store;main;-25.50000;28.10000
pickup_point_1922;Gauteng;Soshanguve Block TT;Soshanguve;152;grocery_store;main;-25.40000;28.00000
pickup_point_1938;Gauteng;Soshanguve Block F;Pretoria;152;grocery_store;main;-25.50000;28.10000
pickup_point_1940;Gauteng;Soshanguve Block BB;Pretoria;152;grocery_store;main;-25.40000;28.00000
pickup_point_1949;Gauteng;Soshanguve Block LL;Soshanguve;152;grocery_store;main;-25.40000;28.00000
pickup_point_2027;Gauteng;Soshanguve Ext;Soshanguve;152;grocery_store;main;-25.50000;28.00000
pickup_point_2446;Gauteng;Soshanguve;Soshanguve;152;spaza_store;main;-25.50000;28.00000
pickup_point_2448;Gauteng;Soshanguve;Soshanguve;152;spaza_store;main;-25.50000;28.00000
pickup_point_2505;Gauteng;Soshanguve South;Soshanguve;152;grocery_store;main;-25.50000;28.00000
pickup_point_2507;Gauteng;Soshanguve South;Soshanguve;152;grocery_store;main;-25.50000;28.00000
pickup_point_2956;Gauteng;Soshanguve Block F;Soshanguve;152;grocery_store;main;-25.50000;28.00000
pickup_point_3284;Gauteng;Soshanguve;Soshanguve;152;retail_store;main;-25.50000;28.00000
pickup_point_3474;Gauteng;Soshanguve;Soshanguve;152;retail_store;main;-25.40000;28.00000
pickup_point_966;Gauteng;Ninapark;Pretoria;156;pharmacy;main;-25.60000;28.10000
pickup_point_275;Gauteng;Centurion;Pretoria;157;grocery_store;main;-25.90000;28.10000
pickup_point_363;Gauteng;Centurion;Pretoria;157;animal_store;main;-25.80000;28.10000
pickup_point_523;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_544;Gauteng;Centurion;Centurion;157;pharmacy;main;-25.80000;28.10000
pickup_point_861;Gauteng;Irene;Centurion;157;animal_store;main;-25.80000;28.20000
pickup_point_1036;Gauteng;Centurion;Pretoria;157;grocery_store;main;-25.80000;28.00000
pickup_point_1118;Gauteng;Eldoraigne;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_1253;Gauteng;Centurion;Preotria;157;retail_store;main;-25.80000;28.10000
pickup_point_1332;Gauteng;Lyttelton Manor;Centurion;157;retail_store;main;-25.80000;28.20000
pickup_point_1716;Gauteng;Clubview;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_1817;Gauteng;Centurion;Centurion;157;pharmacy;main;-25.80000;28.10000
pickup_point_1963;Gauteng;Hennopspark;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_1964;Gauteng;Lyttelton;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_1996;Gauteng;Hennopspark;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_2031;Gauteng;Lyttelton;Centurion;157;grocery_store;main;-25.80000;28.20000
pickup_point_2146;Gauteng;Rooihuiskraal;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_2174;Gauteng;Centurion;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_2452;Gauteng;Centurion;Pretoria;157;spaza_store;main;-25.80000;28.10000
pickup_point_2683;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_2794;Gauteng;Highveld;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_2930;Gauteng;Eldoraigne;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_3009;Gauteng;Hennopspark;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_3015;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_3077;Gauteng;Heuweloord;Wierdapark;157;retail_store;main;-25.80000;28.10000
pickup_point_3198;Gauteng;Hennopspark;Centurion;157;grocery_store;main;-25.80000;28.10000
pickup_point_3212;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_3222;Gauteng;Irene;Centurion;157;retail_store;main;-25.80000;28.20000
pickup_point_3255;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_3268;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.90000;28.10000
pickup_point_3302;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_3303;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_3337;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_3363;Gauteng;Doringkloof;Pretoria;157;retail_store;main;-25.80000;28.20000
pickup_point_3463;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.20000
pickup_point_3466;Gauteng;Centurion;Pretoria;157;retail_store;main;-25.80000;28.10000
pickup_point_1080;Gauteng;Montana Park;Pretoria;159;grocery_store;regional;-25.60000;28.20000
pickup_point_1838;Gauteng;Montana Park;Pretoria;159;pharmacy;main;-25.60000;28.20000
pickup_point_2787;Gauteng;Montana Park;Pretoria;159;retail_store;main;-25.60000;28.20000
pickup_point_1054;Gauteng;Soshanguve;Soshanguve;164;grocery_store;regional;-25.50000;28.10000
pickup_point_1912;Gauteng;Soshanguve Block H;Soshanguve;164;grocery_store;main;-25.40000;28.00000
pickup_point_1936;Gauteng;Soshanguve Ext 4;Soshanguve;164;grocery_store;main;-25.50000;28.00000
pickup_point_1462;Gauteng;Highveld;Centurion;169;musica;main;-25.80000;28.10000
pickup_point_1717;Gauteng;Highveld;Centurion;169;grocery_store;main;-25.80000;28.10000
pickup_point_2009;Gauteng;Highveld Techno Park;Highveld;169;grocery_store;main;-25.80000;28.10000
pickup_point_2029;Gauteng;Hennopspark;Centurion;172;grocery_store;main;-25.80000;28.10000
pickup_point_1675;Gauteng;Olievenhoutbosch;Centurion;175;grocery_store;main;-25.90000;28.00000
pickup_point_67;Gauteng;Menlyn;Pretoria;181;retail_store;main;-25.70000;28.20000
pickup_point_226;Gauteng;Waterkloof Ridge;Pretoria;181;grocery_store;main;-25.80000;28.20000
pickup_point_354;Gauteng;Nieuw Muckleneuk;Pretoria;181;animal_store;main;-25.70000;28.20000
pickup_point_971;Gauteng;Menlyn;Pretoria;181;musica;main;-25.70000;28.20000
pickup_point_1429;Gauteng;Brooklyn;Pretoria;181;musica;main;-25.70000;28.20000
pickup_point_1809;Gauteng;Nieuw Muckleneuk;Waterkloof;181;pharmacy;main;-25.70000;28.20000
pickup_point_1955;Gauteng;Brooklyn;Pretoria;181;grocery_store;main;-25.70000;28.20000
pickup_point_2238;Gauteng;Elarduspark;Pretoria;181;grocery_store;main;-25.80000;28.20000
pickup_point_2454;Gauteng;Menlyn;Pretoria;181;spaza_store;main;-25.70000;28.20000
pickup_point_2586;Gauteng;Menlyn;Pretoria;181;retail_store;main;-25.70000;28.20000
pickup_point_2603;Gauteng;Erasmuskloof;Pretoria;181;retail_store;main;-25.80000;28.20000
pickup_point_2682;Gauteng;Nieuw Muckleneuk;Pretoria;181;musica;main;-25.70000;28.20000
pickup_point_2774;Gauteng;Menlyn;Pretoria;181;retail_store;main;-25.70000;28.20000
pickup_point_2801;Gauteng;Menlyn;Pretoria;181;grocery_store;main;-25.70000;28.20000
pickup_point_2838;Gauteng;Nieuw Muckleneuk;Pretoria;181;retail_store;main;-25.70000;28.20000
pickup_point_3030;Gauteng;Erasmuskloof;Pretoria;181;retail_store;main;-25.80000;28.20000
pickup_point_3171;Gauteng;Constantia Park;Glenstantia;181;grocery_store;main;-25.80000;28.20000
pickup_point_3209;Gauteng;Monumentpark;Pretoria;181;retail_store;main;-25.80000;28.20000
pickup_point_66;Gauteng;Montana;Pretoria;182;retail_store;main;-25.60000;28.20000
pickup_point_96;Gauteng;Sinoville;Pretoria;182;retail_store;main;-25.60000;28.10000
pickup_point_560;Gauteng;Montana;Pretoria;182;grocery_store;main;-25.60000;28.20000
pickup_point_964;Gauteng;Dorandia;Pretoria;182;grocery_store;main;-25.60000;28.10000
pickup_point_969;Gauteng;Montana;Pretoria;182;musica;main;-25.60000;28.20000
pickup_point_1319;Gauteng;Sinoville;Pretoria;182;grocery_store;regional;-25.60000;28.20000
pickup_point_1453;Gauteng;Pretoria North;Pretoria;182;grocery_store;main;-25.60000;28.10000
pickup_point_1531;Gauteng;Montana;Pretoria;182;animal_store;main;-25.60000;28.20000
pickup_point_1924;Gauteng;Rosslyn;Pretoria;182;grocery_store;regional;-25.60000;28.00000
pickup_point_1969;Gauteng;Pretoria North;Pretoria;182;grocery_store;main;-25.60000;28.10000
pickup_point_2652;Gauteng;Pretoria North;Pretoria;182;grocery_store;main;-25.60000;28.10000
pickup_point_2691;Gauteng;Pretoria North;Pretoria;182;grocery_store;main;-25.60000;28.10000
pickup_point_2700;Gauteng;Montana Park;Pretoria;182;grocery_store;main;-25.60000;28.20000
pickup_point_2731;Gauteng;Clarina;Karenpark;182;grocery_store;main;-25.60000;28.10000
pickup_point_2775;Gauteng;Pretoria North;Pretoria;182;retail_store;main;-25.60000;28.10000
pickup_point_2966;Gauteng;Magalieskruin;Pretoria;182;grocery_store;main;-25.60000;28.20000
pickup_point_3040;Gauteng;Montana;Pretoria;182;retail_store;main;-25.60000;28.20000
pickup_point_3148;Gauteng;Sinoville;Pretoria;182;grocery_store;main;-25.60000;28.20000
pickup_point_3154;Gauteng;Magalieskruin;Pretoria;182;grocery_store;main;-25.60000;28.20000
pickup_point_3163;Gauteng;Wolmer;Pretoria North;182;grocery_store;main;-25.60000;28.10000
pickup_point_3239;Gauteng;Annlin;Pretoria;182;retail_store;main;-25.60000;28.10000
pickup_point_3420;Gauteng;Sinoville;Pretoria;182;retail_store;main;-25.60000;28.20000
pickup_point_1673;Gauteng;Erasmia;Pretoria;183;grocery_store;main;-25.80000;28.00000
pickup_point_1975;Gauteng;Erasmia;Pretoria;183;grocery_store;main;-25.80000;28.00000
pickup_point_2923;Gauteng;West park;Pretoria;183;grocery_store;main;-25.70000;28.10000
pickup_point_356;Gauteng;Equestria;Pretoria;184;animal_store;main;-25.70000;28.30000
pickup_point_819;Gauteng;Waltloo;Pretoria;184;grocery_store;main;-25.70000;28.30000
pickup_point_1195;Gauteng;Silverton;Pretoria;184;musica;main;-25.70000;28.20000
pickup_point_1821;Gauteng;Equestria;Pretoria;184;pharmacy;main;-25.70000;28.30000
pickup_point_2224;Gauteng;Silverton;Pretoria;184;grocery_store;main;-25.70000;28.20000
pickup_point_2778;Gauteng;Silverton;Pretoria;184;retail_store;main;-25.70000;28.30000
pickup_point_2865;Gauteng;Equestria;Pretoria;184;spaza_store;main;-25.70000;28.30000
pickup_point_2994;Gauteng;Willow Park Manor;Pretoria;184;grocery_store;main;-25.70000;28.30000
pickup_point_3167;Gauteng;Silvertondale;Pretoria;184;grocery_store;main;-25.70000;28.30000
pickup_point_3188;Gauteng;Silverton;Pretoria;184;retail_store;main;-25.70000;28.30000
pickup_point_3312;Gauteng;Equestria;Pretoria;184;retail_store;main;-25.70000;28.30000
pickup_point_3424;Gauteng;Val De Grace;Pretoria;184;retail_store;main;-25.70000;28.20000
pickup_point_718;Gauteng;Queenswood;Pretoria;186;retail_store;main;-25.70000;28.20000
pickup_point_928;Gauteng;East Lynne;Pretoria;186;grocery_store;main;-25.70000;28.20000
pickup_point_1416;Gauteng;Villieria;Pretoria;186;retail_store;main;-25.70000;28.20000
pickup_point_1993;Gauteng;Doornpoort;Pretoria;186;retail_store;main;-25.60000;28.20000
pickup_point_2836;Gauteng;Waverley;Pretoria;186;retail_store;main;-25.70000;28.20000
pickup_point_2869;Gauteng;Doornpoort;Pretoria;186;retail_store;main;-25.60000;28.20000
pickup_point_3159;Gauteng;Leeuwfontein;Pretoria;186;grocery_store;main;-25.60000;28.30000
pickup_point_3168;Gauteng;Waverley;Pretoria;186;grocery_store;main;-25.70000;28.20000
pickup_point_3315;Gauteng;Derdepoort;Pretoria;186;grocery_store;regional;-25.60000;28.30000
pickup_point_3182;Gauteng;Olievenhoutbosch;Centurion;187;retail_store;main;-25.90000;28.00000
pickup_point_3240;Gauteng;Blue Valley Golf Estate;Centurion;187;retail_store;main;-25.90000;28.10000
pickup_point_202;Gauteng;Mabopane;Mabopane;190;petrol_station;main;-25.50000;28.00000
pickup_point_818;Gauteng;Mabopane;Mabopane;190;grocery_store;main;-25.50000;28.00000
pickup_point_1199;Gauteng;Mabopane;Mabopane;190;musica;main;-25.40000;28.00000
pickup_point_1333;Gauteng;Mabopane;Mabopane;190;retail_store;main;-25.50000;28.00000
pickup_point_2798;Gauteng;Mabopane;Mabopane;190;retail_store;main;-25.40000;28.00000
pickup_point_2812;Gauteng;Mabopane Unit X;Mabopane;190;grocery_store;main;-25.50000;28.00000
pickup_point_2857;Gauteng;Mabopane Unit X;Mabopane;190;spaza_store;main;-25.50000;28.00000
pickup_point_2508;Gauteng;Hebron;Mabopane;193;grocery_store;main;-25.50000;28.00000
pickup_point_2657;Gauteng;Hebron;Pretoria;193;retail_store;main;-25.50000;28.00000
pickup_point_2813;Gauteng;Hebron;Mabopane;193;grocery_store;main;-25.50000;28.00000
pickup_point_2580;Gauteng;Winterveld;Mabopane;198;grocery_store;regional;-25.40000;28.00000
pickup_point_1902;Gauteng;The Orchards;Rosslyn;201;grocery_store;main;-25.60000;28.10000
pickup_point_1055;Gauteng;Ga-Rankuwa;Ga-Rankuwa;208;grocery_store;regional;-25.50000;27.90000
pickup_point_1240;Gauteng;Ga-Rankuwa;Ga-Rankuwa;208;grocery_store;regional;-25.50000;28.00000
pickup_point_1257;Gauteng;Ga-Rankuwa;Ga-Rankuwa;208;retail_store;regional;-25.50000;27.90000
pickup_point_1378;Gauteng;Ga-Rankuwa Zone 1;Ga-Rankuwa;208;grocery_store;regional;-25.60000;27.90000
pickup_point_1715;Gauteng;Ga-Rankuwa;Ga-Rankuwa;208;pharmacy;main;-25.50000;27.90000
pickup_point_2067;Gauteng;Kgabalatsane;Ga-Rankuwa;208;grocery_store;main;-25.50000;27.90000
pickup_point_837;Gauteng;Hartebeespoort;Brits;216;retail_store;main;-25.70000;27.80000
pickup_point_208;Gauteng;Ga-Rankuwa;Ga-Rankuwa;221;animal_store;main;-25.70000;26.20000
pickup_point_1861;Gauteng;Brits;Brits;250;pharmacy;regional;-25.60000;27.80000
pickup_point_775;Gauteng;Waterfall East;Rustenberg;299;retail_store;regional;-25.60000;27.20000
pickup_point_1161;Gauteng;Hammanskraal;Hammanskraal;400;musica;main;-25.40000;28.20000
pickup_point_2322;Gauteng;Kudube;Hammanskraal;400;grocery_store;regional;-25.30000;28.20000
pickup_point_89;Gauteng;KUDUBE;Temba;407;grocery_store;regional;-25.30000;28.20000
pickup_point_654;Gauteng;Hammanskraal;Hammanskraal;407;petrol_station;regional;-25.40000;28.20000
pickup_point_813;Gauteng;Temba;Temba;407;grocery_store;regional;-25.30000;28.20000
pickup_point_1059;Gauteng;Temba;Temba;407;grocery_store;regional;-25.30000;28.20000
pickup_point_1328;Gauteng;Hammanskraal;Hammanskraal;407;retail_store;main;-25.40000;28.20000
pickup_point_1387;Gauteng;Hammanskraal;Hammanskraal;407;musica;regional;-25.40000;28.20000
pickup_point_2171;Gauteng;Temba;Temba;407;retail_store;regional;-25.40000;28.20000
pickup_point_2447;Gauteng;Hammanskraal;Hammanskraal;407;spaza_store;main;-25.30000;28.20000
pickup_point_2539;Gauteng;Hammanskraal;Hammanskraal;407;petrol_station;regional;-25.40000;28.20000
pickup_point_248;Gauteng;Groblersdal;Groblersdal;470;retail_store;regional;-25.10000;29.30000
pickup_point_698;Gauteng;Groblersdal;Groblersdal;470;musica;regional;-25.10000;29.30000
pickup_point_668;Gauteng;Makhado;Makhado;936;petrol_station;regional;-23.00000;29.90000
pickup_point_580;Gauteng;Cullinan;Cullinan;1000;grocery_store;regional;-25.60000;28.50000
pickup_point_768;Gauteng;Cullinan;Cullinan;1000;pharmacy;regional;-25.60000;28.50000
pickup_point_1012;Gauteng;Cullinan;Cullinan;1000;grocery_store;main;-25.60000;28.50000
pickup_point_613;Gauteng;Rayton;Johannesburg;1001;grocery_store;main;-25.70000;28.50000
pickup_point_1693;Gauteng;Refilwe;Cullinan;1003;grocery_store;regional;-25.60000;28.50000
pickup_point_1324;Gauteng;Bronkhorstspruit;Bronkhorstspruit;1020;grocery_store;regional;-25.80000;28.70000
pickup_point_1441;Gauteng;Erasmus;Bronkhorstspruit;1020;musica;regional;-25.80000;28.70000
pickup_point_1669;Gauteng;Erasmus;Bronkhorstspruit;1020;grocery_store;regional;-25.80000;28.70000
pickup_point_2458;Gauteng;Bronkhorstspruit;Bronkhorstspruit;1020;spaza_store;main;-25.80000;28.70000
pickup_point_3387;Gauteng;Bronkhorstspruit;Bronkhorstspruit;1020;retail_store;regional;-25.80000;28.70000
pickup_point_2571;Gauteng;Ekangala Ext B;Ekangala;1021;grocery_store;regional;-25.60000;28.70000
pickup_point_673;Gauteng;Monsterlus;Monsterlus;1057;petrol_station;regional;-25.00000;29.70000
pickup_point_3431;Gauteng;Germiston;Germiston;1400;retail_store;main;-26.20000;28.20000
pickup_point_68;Gauteng;Germiston;Johannesburg;1401;retail_store;main;-26.20000;28.10000
pickup_point_471;Gauteng;Germiston;Germiston;1401;musica;main;-26.20000;28.10000
pickup_point_547;Gauteng;Germiston;Johannesburg;1401;grocery_store;main;-26.10000;28.10000
pickup_point_550;Gauteng;Germiston;Johannesburg;1401;retail_store;main;-26.10000;28.10000
pickup_point_1098;Gauteng;Germiston;Johannesburg;1401;grocery_store;main;-26.10000;28.10000
pickup_point_1300;Gauteng;Germiston;Germiston;1401;grocery_store;main;-26.20000;28.10000
pickup_point_1538;Gauteng;Germiston;Germiston;1401;animal_store;main;-26.20000;28.10000
pickup_point_1587;Gauteng;Germiston North;Germiston;1401;grocery_store;main;-26.20000;28.10000
pickup_point_2076;Gauteng;Germiston;Germiston;1401;grocery_store;main;-26.20000;28.10000
pickup_point_2404;Gauteng;Germiston;Germiston;1401;spaza_store;main;-26.20000;28.10000
pickup_point_2747;Gauteng;Denlee;Germiston;1401;grocery_store;main;-26.20000;28.10000
pickup_point_2995;Gauteng;Germiston;Johannesburg;1401;retail_store;main;-26.20000;28.10000
pickup_point_3099;Gauteng;Sunnyrock;Germiston;1401;grocery_store;main;-26.10000;28.10000
pickup_point_2433;Gauteng;Tokoza;Johannesburg;1426;grocery_store;main;-26.30000;28.10000
pickup_point_2623;Gauteng;Tokoza;Katlehong;1426;grocery_store;main;-26.30000;28.10000
pickup_point_2668;Gauteng;Tokoza;Katlehong;1426;grocery_store;main;-26.30000;28.10000
pickup_point_1346;Gauteng;Estera;Germiston;1428;retail_store;main;-26.20000;28.10000
pickup_point_489;Gauteng;Katlehong;Johannesburg;1431;animal_store;main;-26.30000;28.10000
pickup_point_1162;Gauteng;Katlehong;Katlehong;1431;musica;main;-26.30000;28.10000
pickup_point_1285;Gauteng;Motsamai;Katlehong;1431;grocery_store;regional;-26.30000;28.10000
pickup_point_1321;Gauteng;Katlehong;Katlehong;1431;retail_store;main;-26.30000;28.10000
pickup_point_1334;Gauteng;Katlehong;Johannesburg;1431;grocery_store;main;-26.30000;28.10000
pickup_point_2071;Gauteng;Zonkizizwe;Katlehong;1431;grocery_store;regional;-26.40000;28.10000
pickup_point_2189;Gauteng;Zonkizizwe;Katlehong;1431;grocery_store;main;-26.40000;28.10000
pickup_point_2199;Gauteng;Goba Section;Katlehong;1431;grocery_store;main;-26.30000;28.10000
pickup_point_2203;Gauteng;Nadustria Ext 1;Katlehong;1431;grocery_store;main;-26.30000;28.10000
pickup_point_2243;Gauteng;Goba Section;Katlehong;1431;grocery_store;regional;-26.30000;28.10000
pickup_point_2286;Gauteng;Katlehong;Katlehong;1431;grocery_store;main;-26.30000;28.10000
pickup_point_2830;Gauteng;Likole;Katlehong;1431;grocery_store;regional;-26.30000;28.10000
pickup_point_2962;Gauteng;Administration Block;Katlehong;1431;grocery_store;regional;-26.30000;28.10000
pickup_point_2853;Gauteng;Katlehong;Katlehong;1432;spaza_store;main;-26.30000;28.10000
pickup_point_2205;Gauteng;Dikole;Kwenzekile;1434;grocery_store;main;-26.30000;28.10000
pickup_point_742;Gauteng;Heidelberg;Heidelberg;1441;petrol_station;regional;-26.50000;28.30000
pickup_point_1194;Gauteng;Heidelberg;Heidelberg;1441;musica;main;-26.50000;28.30000
pickup_point_1301;Gauteng;Ratanda;Heidelberg;1441;animal_store;regional;-26.50000;28.30000
pickup_point_1852;Gauteng;Heidelberg;Gauteng;1441;pharmacy;regional;-26.40000;28.30000
pickup_point_3215;Gauteng;Heidelberg;Heidelberg;1441;retail_store;regional;-26.40000;28.30000
pickup_point_3294;Gauteng;Heidelberg;Heidelberg;1441;retail_store;regional;-26.40000;28.30000
pickup_point_2653;Gauteng;Meyersdal;Alberton;1447;grocery_store;main;-26.20000;28.00000
pickup_point_3249;Gauteng;Meyersdal Ext 14;Alberton;1447;retail_store;main;-26.20000;28.00000
pickup_point_3219;Gauteng;Brackenhurst;Alberton;1448;retail_store;main;-26.30000;28.10000
pickup_point_420;Gauteng;Alberton;Alberton;1449;petrol_station;main;-26.20000;28.10000
pickup_point_488;Gauteng;Alberton;Johannesburg;1449;animal_store;main;-26.20000;28.10000
pickup_point_958;Gauteng;Alberton;Johannesburg;1449;grocery_store;main;-26.20000;28.10000
pickup_point_1200;Gauteng;Alberton;Johannesburg;1449;musica;main;-26.20000;28.10000
pickup_point_1368;Gauteng;Randhart;Alberton;1449;grocery_store;main;-26.20000;28.10000
pickup_point_1502;Gauteng;Alberton;Johannesburg;1449;musica;main;-26.20000;28.10000
pickup_point_1822;Gauteng;New Redruth;Alberton;1449;pharmacy;main;-26.20000;28.10000
pickup_point_2438;Gauteng;New Redruth;Alberton;1449;spaza_store;main;-26.20000;28.10000
pickup_point_2710;Gauteng;Alberton;Johannesburg;1449;retail_store;main;-26.20000;28.10000
pickup_point_2751;Gauteng;New Redruth;Alberton;1449;grocery_store;main;-26.20000;28.10000
pickup_point_3237;Gauteng;Alberton;Johannesburg;1449;retail_store;main;-26.20000;28.10000
pickup_point_3248;Gauteng;Alberton;Johannesburg;1449;retail_store;main;-26.20000;28.10000
pickup_point_163;Gauteng;Alberton;Johannesburg;1450;grocery_store;main;-26.30000;28.00000
pickup_point_3164;Gauteng;BRACKENDOWNS;ALBERTON;1454;musica;main;-26.30000;28.00000
pickup_point_2156;Gauteng;Eden Park;Alberton;1458;grocery_store;main;-26.30000;28.10000
pickup_point_2608;Gauteng;Eden Park;Alberton;1458;grocery_store;main;-26.30000;28.10000
pickup_point_111;Gauteng;Greenside;Boksburg;1459;grocery_store;main;-26.10000;27.90000
pickup_point_197;Gauteng;Boksburg;Johannesburg;1459;petrol_station;main;-26.20000;28.20000
pickup_point_360;Gauteng;Boksburg North;Johannesburg;1459;animal_store;main;-26.10000;28.20000
pickup_point_854;Gauteng;BARTLETTS;Boksburg;1459;animal_store;main;-26.10000;28.20000
pickup_point_1201;Gauteng;Boksburg;Johannesburg;1459;musica;main;-26.20000;28.20000
pickup_point_1348;Gauteng;Witfield;Boksburg;1459;grocery_store;main;-26.10000;28.20000
pickup_point_1772;Gauteng;Windmill Park;Boksburg;1459;grocery_store;main;-26.20000;28.20000
pickup_point_1774;Gauteng;Dawn Park;Boksburg;1459;grocery_store;main;-26.30000;28.20000
pickup_point_1775;Gauteng;Windmill Park;Boksburg;1459;grocery_store;main;-26.20000;28.20000
pickup_point_1826;Gauteng;Boksburg;Boksburg;1459;pharmacy;main;-26.10000;28.20000
pickup_point_2098;Gauteng;Boksburg South;Boksburg;1459;grocery_store;main;-26.20000;28.20000
pickup_point_2401;Gauteng;Boksburg;Boksburg;1459;spaza_store;main;-26.10000;28.20000
pickup_point_2576;Gauteng;Jet Park;Boksburg;1459;grocery_store;main;-26.10000;28.20000
pickup_point_2771;Gauteng;Jansenpark;Boksburg;1459;retail_store;main;-26.10000;28.20000
pickup_point_2906;Gauteng;Cason;Boksburg;1459;grocery_store;main;-26.20000;28.20000
pickup_point_3016;Gauteng;Jansenpark;Boksburg;1459;grocery_store;main;-26.10000;28.20000
pickup_point_3021;Gauteng;Jansenpark;Boksburg;1459;grocery_store;main;-26.10000;28.20000
pickup_point_3069;Gauteng;Boksburg;Johannesburg;1459;retail_store;main;-26.20000;28.20000
pickup_point_3165;Gauteng;Sunward Park;Boksburg;1459;retail_store;main;-26.20000;28.20000
pickup_point_3220;Gauteng;Boksburg;Boksburg;1459;retail_store;main;-26.20000;28.20000
pickup_point_3459;Gauteng;Boksburg;Johannesburg;1459;retail_store;main;-26.10000;28.20000
pickup_point_973;Gauteng;Boksburg;Boksburg;1460;musica;main;-26.10000;28.20000
pickup_point_538;Gauteng;Boksburg;Boksburg;1464;grocery_store;main;-26.20000;28.20000
pickup_point_262;Gauteng;IMPALA PARK;Boksburg;1472;grocery_store;main;-26.10000;28.20000
pickup_point_421;Gauteng;Vosloorus;Vosloorus;1475;petrol_station;main;-26.30000;28.10000
pickup_point_470;Gauteng;Vosloorus;Vosloorus;1475;musica;main;-26.30000;28.10000
pickup_point_1159;Gauteng;Vosloorus;Vosloorus;1475;musica;main;-26.30000;28.10000
pickup_point_1477;Gauteng;Vosloorus;Vosloorus;1475;grocery_store;main;-26.30000;28.10000
pickup_point_1865;Gauteng;Vosloorus Ext 31;Rusloo;1475;pharmacy;main;-26.30000;28.10000
pickup_point_2197;Gauteng;Vosloorus;Rusloo;1475;grocery_store;main;-26.30000;28.10000
pickup_point_2340;Gauteng;Vosloorus;Rusloo;1475;grocery_store;main;-26.30000;28.10000
pickup_point_2403;Gauteng;Vosloorus;Rusloo;1475;spaza_store;main;-26.30000;28.10000
pickup_point_3467;Gauteng;Vosloorus;Vosloorus;1475;retail_store;main;-26.30000;28.10000
pickup_point_2196;Gauteng;Palm Ridge;Alberton;1488;grocery_store;regional;-26.40000;28.10000
pickup_point_2204;Gauteng;Palm Ridge;Alberton;1488;grocery_store;regional;-26.30000;28.10000
pickup_point_112;Gauteng;Nigel;Nigel;1490;grocery_store;regional;-26.40000;28.40000
pickup_point_630;Gauteng;Nigel;Nigel;1491;animal_store;regional;-26.40000;28.40000
pickup_point_1152;Gauteng;Nigel;Nigel;1491;grocery_store;regional;-26.40000;28.40000
pickup_point_2761;Gauteng;Ferryvale;Nigel;1491;grocery_store;regional;-26.40000;28.40000
pickup_point_3029;Gauteng;Nigel;Nigel;1491;grocery_store;regional;-26.40000;28.40000
pickup_point_3094;Gauteng;Laversburg;Nigel;1491;grocery_store;regional;-26.40000;28.50000
pickup_point_3454;Gauteng;Nigel;Nigel;1491;retail_store;regional;-26.40000;28.40000
pickup_point_1570;Gauteng;Bluegum;Duduza;1496;grocery_store;regional;-26.30000;28.30000
pickup_point_2112;Gauteng;Duduza;Nigel;1496;grocery_store;regional;-26.30000;28.40000
pickup_point_2244;Gauteng;Duduza;Nigel;1496;grocery_store;regional;-26.30000;28.40000
pickup_point_2704;Gauteng;Sharon Park;Dunnottar;1496;grocery_store;regional;-26.30000;28.40000
pickup_point_28;Gauteng;Benoni;Benoni;1500;retail_store;main;-26.10000;28.40000
pickup_point_232;Gauteng;Benoni;Johannesburg;1500;retail_store;main;-26.10000;28.30000
pickup_point_423;Gauteng;Benoni;Johannesburg;1500;petrol_station;main;-26.10000;28.30000
pickup_point_474;Gauteng;Benoni;Benoni;1500;musica;main;-26.10000;28.40000
